timestamp,vehicle_id,speed_kph,engine_temp_c,fuel_used_l,odometer_km,lat,lon
2025-11-06T09:21:10:000Z,V042,26,119,0.38,129170,22.287194,83.416919
2025-11-06T06:18:10:000Z,V006,31,69,2.64,214365,20.672861,81.950446
2025-11-06T04:14:10:000Z,V011,23,104,2.07,241985,22.117412,70.833855
2025-11-06T04:13:10:000Z,V006,97,75,1.23,66859,27.09422,72.547033
2025-11-06T09:18:10:000Z,V033,77,103,0.31,245057,27.855308,70.167441
2025-11-06T05:14:10:000Z,V014,95,117,1.86,189263,26.96403,82.292468
2025-11-06T03:14:10:000Z,V024,29,106,0.41,185190,26.28288,77.837452
2025-11-06T03:17:10:000Z,V030,48,96,0.67,144989,26.059073,85.341113
2025-11-06T09:35:10:000Z,V027,35,118,1.94,178268,20.80692,76.816904
2025-11-06T02:35:10:000Z,V025,77,108,2.41,81375,27.77351,83.690859
2025-11-06T07:13:10:000Z,V011,78,104,0.41,133806,23.440255,72.453662
2025-11-06T08:27:10:000Z,V016,8,68,0.86,129893,23.618997,72.830251
2025-11-06T08:44:10:000Z,V041,32,70,0.96,216733,26.179895,86.875111
2025-11-06T02:02:10:000Z,V045,75,95,0.89,217089,25.675657,80.267665
2025-11-06T01:29:10:000Z,V027,71,73,2.12,31315,25.481029,79.423213
2025-11-06T09:14:10:000Z,V044,18,61,2.45,156592,23.202842,71.882203
2025-11-06T02:34:10:000Z,V004,29,101,2.05,248583,25.231829,71.988524
2025-11-06T02:31:10:000Z,V020,94,83,0.82,140380,24.690499,79.307098
2025-11-06T07:07:10:000Z,V049,90,107,2.41,131496,23.362578,84.085823
2025-11-06T06:58:10:000Z,V031,86,63,2.82,134058,27.070398,74.698299
2025-11-06T08:12:10:000Z,V039,35,94,0.99,217334,27.627226,71.371462
2025-11-06T06:17:10:000Z,V030,37,84,1.27,78567,23.145678,87.967969
2025-11-06T05:48:10:000Z,V016,85,86,0.33,132094,23.916463,85.249441
2025-11-06T02:34:10:000Z,V035,113,86,1.18,62765,22.698975,77.900306
2025-11-06T02:33:10:000Z,V037,94,107,1.8,157407,25.447785,83.13673
2025-11-06T03:47:10:000Z,V045,86,77,2.06,136777,27.815527,83.504906
2025-11-06T07:11:10:000Z,V039,56,108,1.28,88273,27.793471,85.176876
2025-11-06T03:31:10:000Z,V001,67,108,0.85,127727,23.901928,84.30075
2025-11-06T01:20:10:000Z,V023,113,79,1.27,78322,26.975217,82.473741
2025-11-06T01:55:10:000Z,V008,99,104,0.33,101725,21.575808,74.648115
2025-11-06T03:58:10:000Z,V007,72,104,1.64,60808,26.374054,76.77577
2025-11-06T07:25:10:000Z,V040,30,108,1.78,26781,21.256772,83.352421
2025-11-06T03:58:10:000Z,V042,48,112,1.75,113847,21.60364,71.604148
2025-11-06T02:18:10:000Z,V035,78,89,1.96,179313,27.940256,75.081488
2025-11-06T09:00:10:000Z,V006,119,101,1.22,151204,25.75395,71.662157
2025-11-06T02:31:10:000Z,V032,7,104,0.63,147786,25.898384,84.855146
2025-11-06T07:30:10:000Z,V023,98,80,2.89,247064,21.999074,85.822328
2025-11-06T09:04:10:000Z,V034,118,117,1.84,64275,27.018043,76.542942
2025-11-06T04:56:10:000Z,V044,24,90,1.61,135882,21.504998,74.420583
2025-11-06T04:22:10:000Z,V046,6,87,2.66,199344,21.043768,70.743173
2025-11-06T06:53:10:000Z,V038,36,80,2.92,244833,24.349978,78.423052
2025-11-06T09:23:10:000Z,V000,7,85,2.18,55761,24.426534,86.192568
2025-11-06T01:52:10:000Z,V032,105,108,0.41,46290,21.774923,74.278377
2025-11-06T06:09:10:000Z,V023,79,86,2.71,190627,27.322861,73.876003
2025-11-06T03:52:10:000Z,V012,11,60,0.95,25193,24.6236,74.458318
2025-11-06T09:04:10:000Z,V011,76,67,1.66,204019,20.920029,71.980655
2025-11-06T04:10:10:000Z,V029,80,86,1.36,168259,20.56297,82.539906
2025-11-06T07:04:10:000Z,V014,29,95,1.05,98850,22.908885,76.712479
2025-11-06T03:05:10:000Z,V038,56,81,0.11,106689,21.016474,76.342746
2025-11-06T07:06:10:000Z,V048,94,99,1.75,139488,21.153986,72.098293
2025-11-06T05:35:10:000Z,V008,85,91,2.98,79694,22.229037,75.340718
2025-11-06T02:42:10:000Z,V027,89,85,2.32,145771,23.874337,86.049378
2025-11-06T06:42:10:000Z,V002,95,79,0.22,218423,26.574547,80.652159
2025-11-06T07:53:10:000Z,V046,58,94,2.74,141425,24.75076,75.616104
2025-11-06T04:59:10:000Z,V020,85,97,1.66,118290,21.187643,81.244237
2025-11-06T08:39:10:000Z,V028,19,79,2.89,25665,21.302788,77.83996
2025-11-06T01:38:10:000Z,V001,6,94,2.88,212088,22.076506,78.330683
2025-11-06T08:04:10:000Z,V033,2,80,0.83,148732,23.444164,79.859893
2025-11-06T05:58:10:000Z,V020,20,69,0.6,150235,26.255028,85.606316
2025-11-06T01:39:10:000Z,V016,11,88,2.7,123460,27.622469,84.176038
2025-11-06T03:13:10:000Z,V027,103,66,0.28,87558,21.400664,79.623075
2025-11-06T04:45:10:000Z,V043,117,93,1.6,200971,26.064868,71.376601
2025-11-06T06:08:10:000Z,V010,29,109,0.84,44490,26.446459,83.251025
2025-11-06T08:36:10:000Z,V011,76,60,0.4,134223,26.753398,76.166928
2025-11-06T09:09:10:000Z,V048,66,85,2.54,182198,25.967451,83.432407
2025-11-06T04:31:10:000Z,V004,14,88,0.52,59856,21.330366,87.372236
2025-11-06T04:38:10:000Z,V012,69,112,1.89,79745,25.878435,83.319883
2025-11-06T07:25:10:000Z,V038,1,112,0.19,196387,20.326219,74.206306
2025-11-06T09:14:10:000Z,V049,57,111,1.81,237428,25.847967,85.451289
2025-11-06T04:04:10:000Z,V022,30,63,2.03,189113,23.450585,73.227549
2025-11-06T06:24:10:000Z,V015,29,113,2.4,169403,27.065168,76.415409
2025-11-06T06:57:10:000Z,V025,117,119,1.54,237665,27.87053,86.053723
2025-11-06T01:34:10:000Z,V047,57,102,0.66,236367,22.235531,74.934696
2025-11-06T08:48:10:000Z,V040,53,71,1.75,55700,26.700995,72.3662
2025-11-06T06:56:10:000Z,V028,77,100,1.25,233079,22.955848,80.9372
2025-11-06T04:20:10:000Z,V033,77,112,0.63,193458,23.959918,79.274518
2025-11-06T04:15:10:000Z,V038,90,70,2.77,120564,22.083101,78.737257
2025-11-06T09:00:10:000Z,V030,110,68,1.06,215455,23.643472,80.739406
2025-11-06T06:33:10:000Z,V049,69,96,2.87,49944,22.976294,74.809437
2025-11-06T08:42:10:000Z,V047,82,102,2.03,76361,25.864948,79.188668
2025-11-06T06:02:10:000Z,V007,37,70,1.27,182166,20.8595,71.33628
2025-11-06T09:03:10:000Z,V001,94,77,2.72,222060,25.097275,76.923835
2025-11-06T05:31:10:000Z,V045,51,61,2.4,243161,23.889628,84.087619
2025-11-06T07:48:10:000Z,V010,84,89,0.72,106475,26.687317,74.936043
2025-11-06T08:30:10:000Z,V038,52,103,1.15,103327,23.261834,71.519979
2025-11-06T07:32:10:000Z,V006,39,65,0.63,202280,21.35459,77.446988
2025-11-06T04:33:10:000Z,V036,113,68,2.24,181577,23.835275,73.420493
2025-11-06T03:31:10:000Z,V044,33,71,1.51,230891,26.23695,77.352051
2025-11-06T06:03:10:000Z,V019,100,83,0.16,194596,24.865271,82.781146
2025-11-06T02:19:10:000Z,V001,19,98,1.91,85157,22.228288,86.766886
2025-11-06T03:59:10:000Z,V027,51,72,0.96,38704,26.780394,80.822142
2025-11-06T08:58:10:000Z,V041,13,94,2.28,141336,21.244857,86.515582
2025-11-06T05:29:10:000Z,V042,55,82,0.76,62615,24.367306,86.250862
2025-11-06T02:36:10:000Z,V015,32,70,0.97,104454,21.629032,83.312325
2025-11-06T09:17:10:000Z,V002,69,110,1.41,128426,26.465306,84.487226
2025-11-06T09:32:10:000Z,V022,46,83,0.54,56645,20.405731,75.474769
2025-11-06T04:42:10:000Z,V004,29,86,2.15,159556,21.261672,84.14638
2025-11-06T08:51:10:000Z,V046,88,74,2.27,44566,24.973562,72.847904
2025-11-06T08:24:10:000Z,V048,118,101,0.64,226707,20.30714,87.53888
2025-11-06T03:40:10:000Z,V043,56,62,2.97,83694,22.314677,72.566828
2025-11-06T06:57:10:000Z,V037,62,101,0.53,188373,24.020511,79.087162
2025-11-06T03:18:10:000Z,V027,35,109,1.29,208661,27.808396,85.532903
2025-11-06T07:28:10:000Z,V018,69,82,2.02,231928,22.046317,73.582102
2025-11-06T06:41:10:000Z,V029,3,72,1.01,32373,24.747169,86.770387
2025-11-06T06:11:10:000Z,V003,53,102,0.88,68242,27.178544,82.878529
2025-11-06T05:38:10:000Z,V038,25,108,2.85,70619,24.171907,71.364397
2025-11-06T07:59:10:000Z,V021,11,94,0.56,87924,24.00975,79.042469
2025-11-06T07:27:10:000Z,V033,113,118,1.53,205695,20.346503,74.078237
2025-11-06T09:16:10:000Z,V029,82,77,0.31,220582,27.183022,79.80075
2025-11-06T06:32:10:000Z,V017,46,93,2.4,185974,20.034144,84.280266
2025-11-06T05:45:10:000Z,V032,68,70,1.5,222545,24.53609,70.988624
2025-11-06T05:12:10:000Z,V043,93,118,0.31,150527,24.583794,83.441568
2025-11-06T02:29:10:000Z,V025,96,93,1.55,242920,21.683535,71.458889
2025-11-06T03:57:10:000Z,V037,78,114,2.21,33049,25.888191,77.181079
2025-11-06T02:49:10:000Z,V022,59,93,0.56,99856,23.890346,85.238704
2025-11-06T03:07:10:000Z,V008,49,77,2.02,33995,24.077528,74.552631
2025-11-06T04:53:10:000Z,V036,84,96,1.35,71157,22.042979,79.837337
2025-11-06T05:27:10:000Z,V012,26,93,1.47,41351,22.338844,84.782745
2025-11-06T05:50:10:000Z,V008,84,79,0.86,50345,24.497288,79.790902
2025-11-06T01:25:10:000Z,V022,52,94,0.81,54220,25.839863,81.097492
2025-11-06T07:00:10:000Z,V033,9,100,2.39,249023,20.985249,80.958731
2025-11-06T02:31:10:000Z,V006,76,95,1.4,34862,25.149199,77.936014
2025-11-06T08:28:10:000Z,V020,42,64,2.09,63532,23.08096,74.777209
2025-11-06T01:57:10:000Z,V005,36,117,1.4,123003,20.352152,75.181611
2025-11-06T04:54:10:000Z,V009,21,70,0.17,244920,24.819295,75.493116
2025-11-06T05:09:10:000Z,V014,21,73,1.08,27787,24.374739,71.321323
2025-11-06T03:52:10:000Z,V047,29,97,0.42,47913,22.95747,84.929076
2025-11-06T03:48:10:000Z,V042,75,72,0.27,52689,27.776297,87.390477
2025-11-06T08:52:10:000Z,V024,103,108,1.97,76996,26.04142,77.347909
2025-11-06T07:37:10:000Z,V022,117,74,0.56,181557,26.528953,78.64898
2025-11-06T09:05:10:000Z,V025,112,84,0.5,68193,21.17649,76.633152
2025-11-06T03:54:10:000Z,V004,10,112,2.38,86929,27.155859,71.572335
2025-11-06T04:03:10:000Z,V023,95,98,1.65,243699,23.070205,80.401838
2025-11-06T09:34:10:000Z,V027,10,74,2.6,97761,27.999115,80.271466
2025-11-06T02:01:10:000Z,V040,39,117,0.13,165205,23.551138,84.996528
2025-11-06T04:09:10:000Z,V041,42,112,1.65,225867,26.850424,70.622493
2025-11-06T01:48:10:000Z,V012,45,61,2.77,35852,27.907133,83.852933
2025-11-06T05:30:10:000Z,V047,24,86,2.16,84833,27.486586,78.018697
2025-11-06T09:40:10:000Z,V025,88,93,2.77,161442,22.348348,74.980718
2025-11-06T04:27:10:000Z,V017,69,84,1.24,225193,21.954717,73.619787
2025-11-06T02:33:10:000Z,V010,15,63,2.24,135379,22.365903,78.128064
2025-11-06T05:49:10:000Z,V040,119,116,0.53,229591,25.379343,75.409996
2025-11-06T01:38:10:000Z,V040,6,60,2.67,221794,20.914808,84.794759
2025-11-06T06:43:10:000Z,V000,12,84,2.43,146086,22.32678,78.629113
2025-11-06T08:07:10:000Z,V003,78,104,0.69,27364,22.065632,70.202157
2025-11-06T07:34:10:000Z,V028,80,86,2.28,216967,25.747797,77.681299
2025-11-06T05:53:10:000Z,V003,24,108,0.22,177069,26.661487,74.876356
2025-11-06T03:19:10:000Z,V034,103,110,1.98,115245,27.991371,79.050759
2025-11-06T06:23:10:000Z,V016,85,65,0.53,193772,24.300381,82.541277
2025-11-06T08:03:10:000Z,V029,94,118,1.86,246125,26.178533,73.181442
2025-11-06T06:18:10:000Z,V036,65,118,0.29,94594,21.739756,83.22663
2025-11-06T06:54:10:000Z,V044,27,81,0.83,123246,23.873922,72.563323
2025-11-06T08:32:10:000Z,V009,52,116,2.11,77288,25.528953,72.116837
2025-11-06T07:37:10:000Z,V033,25,93,1.37,37791,20.603808,70.523054
2025-11-06T04:10:10:000Z,V025,92,117,0.94,131130,25.65747,86.757477
2025-11-06T05:28:10:000Z,V027,25,73,1.23,56628,24.081648,86.170541
2025-11-06T09:21:10:000Z,V004,32,90,1.4,52883,25.62173,74.025239
2025-11-06T09:40:10:000Z,V014,93,84,0.56,41671,23.117622,83.476205
2025-11-06T03:21:10:000Z,V037,55,72,2.26,91577,27.432144,71.521753
2025-11-06T04:08:10:000Z,V029,18,88,2.51,113746,27.843036,81.26689
2025-11-06T06:17:10:000Z,V041,0,66,2.08,38700,24.737061,87.653811
2025-11-06T04:24:10:000Z,V006,26,72,2.26,47804,27.991542,75.219213
2025-11-06T02:05:10:000Z,V013,19,88,2.56,123797,25.150327,78.780901
2025-11-06T06:37:10:000Z,V030,54,115,0.95,33844,26.887062,77.707244
2025-11-06T03:05:10:000Z,V022,65,116,2.43,218383,20.152121,71.15917
2025-11-06T08:03:10:000Z,V043,116,117,1.68,82967,20.714318,79.044864
2025-11-06T07:48:10:000Z,V033,111,76,0.19,144194,25.824489,81.842174
2025-11-06T04:44:10:000Z,V034,75,78,0.66,63588,26.237751,71.399245
2025-11-06T02:33:10:000Z,V011,4,117,2.04,233870,25.378478,79.287496
2025-11-06T03:49:10:000Z,V013,35,99,0.31,116689,20.405257,86.12796
2025-11-06T09:30:10:000Z,V009,107,94,2.21,239744,20.156156,81.7215
2025-11-06T05:09:10:000Z,V007,73,97,1.56,49644,21.946341,85.022615
2025-11-06T09:34:10:000Z,V025,78,96,1.25,34537,26.710205,75.634522
2025-11-06T07:04:10:000Z,V027,67,84,2.17,99780,23.475652,80.540924
2025-11-06T07:26:10:000Z,V038,36,112,0.55,153561,20.242957,82.885055
2025-11-06T08:07:10:000Z,V026,28,117,1.67,97552,21.440422,82.18826
2025-11-06T02:10:10:000Z,V032,117,105,2.44,134628,22.39225,74.200301
2025-11-06T05:35:10:000Z,V034,86,60,0.82,161573,26.344114,79.077978
2025-11-06T05:22:10:000Z,V014,90,103,1.97,96470,24.122025,73.396529
2025-11-06T05:33:10:000Z,V016,88,104,0.76,227618,20.008548,70.568222
2025-11-06T06:00:10:000Z,V044,107,81,1.98,44880,25.421762,77.723396
2025-11-06T04:08:10:000Z,V000,52,63,1.56,204835,21.960218,85.705434
2025-11-06T01:36:10:000Z,V001,119,72,0.31,159856,27.679283,82.286198
2025-11-06T05:09:10:000Z,V010,12,112,1.13,230879,27.358488,81.487808
2025-11-06T05:26:10:000Z,V031,78,99,2.09,116478,21.015729,82.874144
2025-11-06T03:58:10:000Z,V041,35,63,1.39,20212,22.188379,77.244262
2025-11-06T06:50:10:000Z,V006,113,62,2.94,27432,22.184872,71.26295
2025-11-06T03:31:10:000Z,V007,16,78,0.73,37128,25.409215,72.861513
2025-11-06T04:01:10:000Z,V027,54,97,2.13,123026,21.062129,85.746676
2025-11-06T08:48:10:000Z,V012,62,89,1.74,131703,22.482386,85.675815
2025-11-06T09:12:10:000Z,V014,67,84,1.1,212254,21.125723,73.08224
2025-11-06T09:32:10:000Z,V031,111,69,2.22,246714,20.780095,86.547293
2025-11-06T03:11:10:000Z,V021,80,82,1.06,140819,22.807416,75.277198
2025-11-06T01:45:10:000Z,V048,105,95,1.75,163246,24.75187,71.810271
2025-11-06T05:07:10:000Z,V021,113,106,1.17,175339,21.511772,78.711403
2025-11-06T08:46:10:000Z,V010,4,80,1.7,54373,27.546102,87.587238
2025-11-06T02:34:10:000Z,V035,19,100,2.19,176326,23.158752,87.182743
2025-11-06T05:44:10:000Z,V007,26,93,2.0,129804,27.161848,70.341746
2025-11-06T02:27:10:000Z,V009,100,60,1.9,108419,22.03576,84.181785
2025-11-06T06:06:10:000Z,V043,78,63,1.36,46229,25.174827,86.810183
2025-11-06T02:38:10:000Z,V018,36,91,2.19,169015,25.25639,70.523125
2025-11-06T07:43:10:000Z,V024,4,109,2.96,197440,25.302285,83.280815
2025-11-06T05:05:10:000Z,V005,111,80,1.59,105973,25.465361,81.45857
2025-11-06T04:23:10:000Z,V011,106,86,1.5,181224,20.358616,71.174482
2025-11-06T05:08:10:000Z,V049,103,112,2.88,47494,23.520431,86.52593
2025-11-06T07:27:10:000Z,V020,23,83,0.87,147043,27.919218,74.871663
2025-11-06T02:25:10:000Z,V010,69,89,1.59,202099,21.299616,85.726004
2025-11-06T03:29:10:000Z,V049,103,109,2.6,196530,20.216349,76.837135
2025-11-06T02:36:10:000Z,V016,108,83,2.69,212312,23.728059,73.974366
2025-11-06T03:39:10:000Z,V014,84,112,0.12,48153,27.321982,74.950828
2025-11-06T08:53:10:000Z,V023,21,118,0.6,176412,23.144656,71.187492
2025-11-06T03:35:10:000Z,V008,48,116,0.47,148766,22.45286,76.456796
2025-11-06T08:47:10:000Z,V006,46,62,1.67,33506,21.208461,73.78614
2025-11-06T05:34:10:000Z,V044,2,79,1.77,80993,27.174868,83.569445
2025-11-06T07:24:10:000Z,V018,57,74,1.03,195284,20.21807,81.875351
2025-11-06T06:39:10:000Z,V047,71,113,2.47,45725,23.712604,71.021706
2025-11-06T05:18:10:000Z,V043,76,98,2.99,202135,21.293615,87.639376
2025-11-06T09:30:10:000Z,V000,83,91,2.25,242902,24.915546,77.980714
2025-11-06T02:50:10:000Z,V035,0,81,1.73,55658,24.085096,75.643015
2025-11-06T08:39:10:000Z,V049,49,96,2.56,27576,24.91774,77.4914
2025-11-06T06:33:10:000Z,V007,92,85,1.46,200730,26.66203,72.34475
2025-11-06T01:29:10:000Z,V033,13,75,1.85,47690,20.150637,73.759527
2025-11-06T04:28:10:000Z,V036,20,82,2.74,136704,24.365909,80.042159
2025-11-06T02:21:10:000Z,V017,88,102,1.34,203558,26.012008,81.305744
2025-11-06T03:14:10:000Z,V020,54,89,2.06,108448,20.179059,81.521879
2025-11-06T06:50:10:000Z,V001,100,97,0.4,94848,20.829188,84.240681
2025-11-06T09:35:10:000Z,V005,7,82,2.32,102907,21.690086,77.31478
2025-11-06T03:09:10:000Z,V011,56,117,2.87,162725,23.382261,78.267499
2025-11-06T09:12:10:000Z,V012,114,106,1.39,96258,22.774031,84.414235
2025-11-06T07:51:10:000Z,V049,5,61,2.52,94584,20.473519,82.680908
2025-11-06T04:47:10:000Z,V012,10,64,1.17,201801,23.688254,76.195278
2025-11-06T09:18:10:000Z,V000,3,86,2.57,203418,26.398553,75.608674
2025-11-06T01:48:10:000Z,V001,93,85,1.53,176204,20.575144,78.980694
2025-11-06T02:38:10:000Z,V001,45,108,2.66,206866,26.263217,76.731041
2025-11-06T08:48:10:000Z,V008,76,84,2.25,234971,20.455159,80.653379
2025-11-06T08:03:10:000Z,V043,75,112,2.01,64280,23.609874,75.602305
2025-11-06T07:28:10:000Z,V009,2,105,2.17,247906,25.458918,77.89839
2025-11-06T04:44:10:000Z,V038,76,65,1.21,203543,25.803081,71.064401
2025-11-06T04:42:10:000Z,V016,85,75,1.13,31098,27.871924,81.902798
2025-11-06T02:06:10:000Z,V026,31,104,0.29,217343,26.230695,81.99507
2025-11-06T07:05:10:000Z,V017,46,70,2.61,82851,22.277392,73.779193
2025-11-06T01:33:10:000Z,V011,116,79,0.51,46269,21.678032,76.302864
2025-11-06T09:30:10:000Z,V014,0,77,1.15,192342,27.083494,70.410659
2025-11-06T01:41:10:000Z,V040,109,69,0.82,120572,20.830246,75.819778
2025-11-06T08:11:10:000Z,V010,66,86,1.16,116496,20.740077,79.42509
2025-11-06T02:14:10:000Z,V018,27,119,2.25,57170,27.792947,73.239639
2025-11-06T06:33:10:000Z,V026,18,69,0.4,242451,27.068415,73.938652
2025-11-06T03:33:10:000Z,V038,59,65,2.26,99812,20.975017,76.566008
2025-11-06T02:23:10:000Z,V006,33,60,2.08,190143,27.515918,72.066767
2025-11-06T08:44:10:000Z,V029,20,87,0.1,60544,25.472816,70.721795
2025-11-06T04:42:10:000Z,V005,17,89,0.37,107417,20.25772,83.742829
2025-11-06T03:31:10:000Z,V030,10,60,2.75,66583,27.501384,78.024224
2025-11-06T06:14:10:000Z,V048,0,62,0.24,151187,27.931289,72.216149
2025-11-06T03:30:10:000Z,V042,27,89,1.39,196834,22.026961,77.954979
2025-11-06T01:58:10:000Z,V021,118,61,0.9,216895,21.950148,82.920742
2025-11-06T05:49:10:000Z,V008,50,98,1.83,74941,21.809208,78.88656
2025-11-06T06:22:10:000Z,V032,28,117,1.71,88426,23.391276,75.945229
2025-11-06T02:42:10:000Z,V019,109,93,1.87,167635,23.022361,87.396147
2025-11-06T06:56:10:000Z,V044,10,101,0.89,235557,21.915781,77.399229
2025-11-06T01:40:10:000Z,V014,76,108,0.12,41905,22.984915,83.600597
2025-11-06T04:10:10:000Z,V001,24,92,0.93,228217,20.089652,81.854955
2025-11-06T07:57:10:000Z,V033,25,76,0.94,238011,26.337308,84.252652
2025-11-06T03:10:10:000Z,V022,5,105,0.83,165128,20.410725,73.637763
2025-11-06T02:15:10:000Z,V040,34,88,0.49,107242,23.461469,85.656942
2025-11-06T07:59:10:000Z,V038,94,109,1.93,62836,26.067691,71.0566
2025-11-06T07:51:10:000Z,V039,16,64,0.33,150390,26.046149,83.868973
2025-11-06T09:26:10:000Z,V041,29,110,1.96,157241,21.862075,83.030441
2025-11-06T06:55:10:000Z,V045,31,107,2.79,243831,27.151339,73.234641
2025-11-06T02:43:10:000Z,V010,118,60,1.0,141943,26.072836,83.676646
2025-11-06T01:56:10:000Z,V025,62,78,1.69,129374,20.100435,82.970152
2025-11-06T03:37:10:000Z,V016,86,78,2.63,135069,27.010653,85.242231
2025-11-06T08:30:10:000Z,V035,8,111,1.97,168734,20.864705,71.786638
2025-11-06T02:29:10:000Z,V015,89,65,0.93,79414,27.097067,77.817241
2025-11-06T06:52:10:000Z,V008,110,90,2.82,41311,21.414009,86.565483
2025-11-06T07:33:10:000Z,V008,98,117,0.36,136052,27.524392,71.757014
2025-11-06T03:53:10:000Z,V046,79,105,0.89,156047,21.193782,71.978797
2025-11-06T02:29:10:000Z,V003,108,97,2.44,72110,25.396393,77.176929
2025-11-06T01:38:10:000Z,V001,30,74,2.38,61367,26.697329,86.146047
2025-11-06T07:02:10:000Z,V017,111,82,1.68,211387,20.745368,80.775404
2025-11-06T04:09:10:000Z,V002,71,116,0.99,99394,20.543217,87.323685
2025-11-06T06:05:10:000Z,V021,25,74,1.04,110812,21.332578,72.981141
2025-11-06T06:38:10:000Z,V035,2,65,1.43,28973,26.720553,75.531751
2025-11-06T05:02:10:000Z,V019,87,107,1.69,106329,20.390788,72.959956
2025-11-06T04:48:10:000Z,V009,106,85,0.91,142547,24.963552,74.838455
2025-11-06T09:03:10:000Z,V014,84,76,0.5,204295,20.039407,75.718944
2025-11-06T08:49:10:000Z,V013,6,82,0.3,226095,26.784839,84.372792
2025-11-06T02:05:10:000Z,V046,104,89,2.91,115024,27.388303,81.867324
2025-11-06T01:35:10:000Z,V038,118,100,0.52,238904,23.171188,87.303454
2025-11-06T01:21:10:000Z,V043,17,86,0.21,56263,24.207508,87.648619
2025-11-06T07:28:10:000Z,V008,51,78,0.37,32342,21.166014,80.715441
2025-11-06T05:08:10:000Z,V007,115,66,0.91,40731,22.858113,87.187184
2025-11-06T02:48:10:000Z,V009,23,118,0.71,151469,23.67067,79.204467
2025-11-06T03:06:10:000Z,V007,45,99,2.59,90776,20.990002,74.128152
2025-11-06T05:24:10:000Z,V000,103,110,1.48,44906,23.129864,70.937932
2025-11-06T07:10:10:000Z,V008,99,98,0.37,76878,26.586617,82.810557
2025-11-06T01:36:10:000Z,V046,1,74,2.38,231732,22.902962,80.137207
2025-11-06T06:43:10:000Z,V007,40,64,1.85,132698,26.66033,77.910825
2025-11-06T07:18:10:000Z,V002,115,78,2.39,87528,25.623481,84.306508
2025-11-06T05:47:10:000Z,V039,78,108,0.25,247098,22.271363,75.08088
2025-11-06T05:20:10:000Z,V007,76,96,2.69,175550,27.36132,87.847131
2025-11-06T04:54:10:000Z,V035,70,74,1.08,77831,27.76715,78.471287
2025-11-06T03:45:10:000Z,V039,63,91,0.29,186328,27.291611,73.545108
2025-11-06T08:41:10:000Z,V005,118,68,2.18,171877,20.479992,74.594719
2025-11-06T09:10:10:000Z,V022,46,81,2.39,28556,21.59426,74.658959
2025-11-06T08:20:10:000Z,V011,70,61,2.88,85867,21.132887,85.114807
2025-11-06T01:47:10:000Z,V027,7,107,2.24,20646,25.258461,87.601151
2025-11-06T07:05:10:000Z,V040,48,96,0.7,246853,22.674977,79.2029
2025-11-06T06:03:10:000Z,V028,19,74,2.26,64603,22.953581,74.462808
2025-11-06T05:19:10:000Z,V033,16,118,0.51,47354,23.587854,77.065997
2025-11-06T02:40:10:000Z,V011,52,85,0.82,247415,22.935289,87.373011
2025-11-06T09:02:10:000Z,V032,59,102,2.59,120209,26.621394,75.92837
2025-11-06T06:26:10:000Z,V029,85,98,0.45,217044,26.697737,73.080284
2025-11-06T05:14:10:000Z,V036,48,99,0.24,91036,26.390892,82.373116
2025-11-06T04:29:10:000Z,V016,63,86,1.77,45562,24.087034,79.03463
2025-11-06T08:33:10:000Z,V016,16,109,2.89,79417,24.742053,87.724798
2025-11-06T08:59:10:000Z,V044,2,79,1.26,103708,27.50967,84.617967
2025-11-06T07:26:10:000Z,V045,119,114,2.81,65540,26.959759,70.659987
2025-11-06T05:56:10:000Z,V008,90,73,1.07,78458,21.806903,83.933988
2025-11-06T06:15:10:000Z,V043,28,113,1.14,109780,24.653811,75.745585
2025-11-06T04:52:10:000Z,V021,13,86,0.56,247869,22.186331,86.52257
2025-11-06T03:03:10:000Z,V029,24,118,1.18,169536,21.678941,81.3697
2025-11-06T06:56:10:000Z,V049,113,67,2.2,103006,25.068501,80.225343
2025-11-06T08:33:10:000Z,V029,71,91,0.13,75191,20.725867,86.811845
2025-11-06T08:07:10:000Z,V031,37,108,1.48,174681,25.753983,74.108745
2025-11-06T03:16:10:000Z,V035,119,95,0.33,173594,23.751828,70.063622
2025-11-06T01:22:10:000Z,V018,54,79,1.78,20889,20.05298,84.896389
2025-11-06T05:57:10:000Z,V016,63,77,1.38,86497,23.523451,82.573228
2025-11-06T06:07:10:000Z,V004,106,68,2.29,50806,22.29134,85.662292
2025-11-06T02:10:10:000Z,V007,36,111,0.69,210997,23.728997,87.714696
2025-11-06T07:20:10:000Z,V013,114,106,0.72,192967,20.959344,72.279309
2025-11-06T09:29:10:000Z,V028,43,76,2.39,104836,22.865448,81.408763
2025-11-06T08:32:10:000Z,V038,43,88,0.23,239161,24.904886,84.157577
2025-11-06T03:02:10:000Z,V002,91,62,2.51,163398,27.760009,71.619611
2025-11-06T06:41:10:000Z,V011,89,117,2.22,84534,26.180966,84.841589
2025-11-06T03:14:10:000Z,V028,65,60,2.86,111083,26.906847,82.783742
2025-11-06T08:08:10:000Z,V015,31,78,2.55,89197,21.217786,76.711154
2025-11-06T08:56:10:000Z,V004,54,84,2.81,45445,23.545238,74.237495
2025-11-06T04:57:10:000Z,V047,95,64,2.09,58561,23.338509,83.353946
2025-11-06T05:24:10:000Z,V026,35,73,2.2,71405,21.976429,87.566819
2025-11-06T06:16:10:000Z,V024,7,75,2.65,99869,24.546604,77.668856
